120000, 7, 5.854301e+10
300000, 7, 7.314001e+09
600000, 7, 5.945274e+09
900000, 7, 4.504839e+09
1200000, 7, 3.913035e+09
1500000, 7, 3.674411e+09
1800000, 7, 3.616010e+09
2100000, 7, 3.603998e+09
2400000, 7, 3.586809e+09
2700000, 7, 3.586809e+09
3000000, 7, 3.586809e+09
120000, 7, 2.141619e+11
300000, 7, 6.017973e+09
600000, 7, 5.620601e+09
900000, 7, 4.091166e+09
1200000, 7, 2.963833e+09
1500000, 7, 2.534192e+09
1800000, 7, 2.369170e+09
2100000, 7, 2.285649e+09
2400000, 7, 2.144095e+09
2700000, 7, 2.101865e+09
3000000, 7, 1.965912e+09
120000, 7, 7.004367e+10
300000, 7, 6.325171e+09
600000, 7, 3.545432e+09
900000, 7, 3.098658e+09
1200000, 7, 2.527407e+09
1500000, 7, 2.407667e+09
1800000, 7, 2.296175e+09
2100000, 7, 2.235476e+09
2400000, 7, 2.209193e+09
2700000, 7, 2.097045e+09
3000000, 7, 2.079960e+09
120000, 7, 1.157705e+11
300000, 7, 6.667450e+09
600000, 7, 5.525251e+09
900000, 7, 4.769052e+09
1200000, 7, 4.317888e+09
1500000, 7, 4.211350e+09
1800000, 7, 4.158549e+09
2100000, 7, 4.065055e+09
2400000, 7, 4.001845e+09
2700000, 7, 3.880245e+09
3000000, 7, 3.880245e+09
120000, 7, 1.353899e+10
300000, 7, 1.093579e+10
600000, 7, 7.856328e+09
900000, 7, 6.311966e+09
1200000, 7, 5.451908e+09
1500000, 7, 4.761162e+09
1800000, 7, 4.207256e+09
2100000, 7, 3.785246e+09
2400000, 7, 3.419305e+09
2700000, 7, 3.132724e+09
3000000, 7, 2.931846e+09
120000, 7, 8.043603e+09
300000, 7, 3.982953e+09
600000, 7, 3.358975e+09
900000, 7, 2.864312e+09
1200000, 7, 2.541902e+09
1500000, 7, 2.142008e+09
1800000, 7, 1.936082e+09
2100000, 7, 1.734059e+09
2400000, 7, 1.565876e+09
2700000, 7, 1.362091e+09
3000000, 7, 1.182634e+09
120000, 7, 2.282112e+10
300000, 7, 1.060332e+10
600000, 7, 8.406431e+09
900000, 7, 7.748150e+09
1200000, 7, 7.271178e+09
1500000, 7, 6.930886e+09
1800000, 7, 6.348849e+09
2100000, 7, 6.051622e+09
2400000, 7, 5.855672e+09
2700000, 7, 5.690455e+09
3000000, 7, 5.397849e+09
120000, 7, 1.057333e+10
300000, 7, 6.099522e+09
600000, 7, 5.689993e+09
900000, 7, 5.513798e+09
1200000, 7, 5.404491e+09
1500000, 7, 5.261781e+09
1800000, 7, 5.261781e+09
2100000, 7, 5.192955e+09
2400000, 7, 5.123693e+09
2700000, 7, 5.030310e+09
3000000, 7, 4.993640e+09
120000, 7, 1.247456e+10
300000, 7, 4.174477e+09
600000, 7, 2.338159e+09
900000, 7, 1.863252e+09
1200000, 7, 1.749190e+09
1500000, 7, 1.687499e+09
1800000, 7, 1.651668e+09
2100000, 7, 1.624481e+09
2400000, 7, 1.585132e+09
2700000, 7, 1.571748e+09
3000000, 7, 1.556256e+09
120000, 7, 1.739571e+10
300000, 7, 6.580286e+09
600000, 7, 3.404149e+09
900000, 7, 2.808404e+09
1200000, 7, 2.346622e+09
1500000, 7, 2.192476e+09
1800000, 7, 2.072472e+09
2100000, 7, 1.977408e+09
2400000, 7, 1.904454e+09
2700000, 7, 1.853031e+09
3000000, 7, 1.838560e+09
120000, 7, 1.556500e+10
300000, 7, 3.232607e+09
600000, 7, 1.820095e+09
900000, 7, 1.560366e+09
1200000, 7, 1.411786e+09
1500000, 7, 1.353665e+09
1800000, 7, 1.302995e+09
2100000, 7, 1.239152e+09
2400000, 7, 1.183119e+09
2700000, 7, 1.152445e+09
3000000, 7, 1.088881e+09
120000, 7, 5.712040e+09
300000, 7, 3.143082e+09
600000, 7, 2.470143e+09
900000, 7, 2.139347e+09
1200000, 7, 1.989795e+09
1500000, 7, 1.959619e+09
1800000, 7, 1.938672e+09
2100000, 7, 1.856786e+09
2400000, 7, 1.774430e+09
2700000, 7, 1.745792e+09
3000000, 7, 1.707809e+09
120000, 7, 1.010793e+10
300000, 7, 4.748831e+09
600000, 7, 4.020664e+09
900000, 7, 3.933557e+09
1200000, 7, 3.755369e+09
1500000, 7, 3.726738e+09
1800000, 7, 3.687138e+09
2100000, 7, 3.685891e+09
2400000, 7, 3.626318e+09
2700000, 7, 3.558023e+09
3000000, 7, 3.542854e+09
120000, 7, 1.009351e+10
300000, 7, 4.054782e+09
600000, 7, 2.462768e+09
900000, 7, 1.965503e+09
